id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2658094,"Beautiful Boston North End spacious Light 2Bd, 1BA-2D",5578043,Dror,,North End,42.36597,-71.05271,Entire home/apt,119,31,145,2020-11-09,1.49,4,240,0,
2672058,"Modern loft, walk to subway",13565868,Christie,,Allston,42.35429,-71.13251,Private room,85,91,12,2016-09-09,0.12,1,0,0,
2701124,Charlesview Suites Back Bay,13822322,Varouj,,Back Bay,42.34492,-71.08482,Entire home/apt,280,29,78,2020-10-17,0.82,1,319,0,STR-416239
2723274,Lofty Modern 2BD Apt 800 sq ft,8790904,Albert,,Bay Village,42.34868,-71.07043,Entire home/apt,200,29,26,2019-10-27,0.27,1,0,0,STR-398102
2754975,Perfect Location to Explore Boston,6885890,Jonathan,,Beacon Hill,42.35902,-71.06296,Entire home/apt,150,365,100,2019-08-21,1.03,1,285,0,
2843445,"""Tranquility"" on ""Top of the Hill""",3164508,Marilyn,,Roslindale,42.28278,-71.13878,Private room,85,91,75,2017-12-31,0.76,2,365,0,STR-398654
2846739,SECOND FLOOR PARLOR ROOM,85770,Robert,,South End,42.34514,-71.07302,Private room,140,29,177,2019-10-31,1.79,4,90,0,STR-410426
2864688,Beautiful 3 bedroom 2 bath apt in Charlestown,887148,Dawn,,Charlestown,42.38148,-71.06967,Private room,595,5,0,,,5,359,0,Exempt: This listing is a unit that has contracts with hospitals
2886933,US Open 6 miles from BEAUTIFUL SINGLE FAMILY,13776857,Katy,,Hyde Park,42.26043,-71.11766,Entire home/apt,1357,2,103,2022-04-19,1.05,1,4,10,STR-429200
2892825,Luxury Sunny Hill Garden Townhouse Suite 1,14785487,Aihua,,Roxbury,42.31018,-71.08543,Entire home/apt,450,31,14,2019-08-31,0.15,7,172,0,300192297
2963419,Garden Oasis #1,15123694,Lucia,,Jamaica Plain,42.31893,-71.11701,Private room,95,91,27,2019-06-27,0.27,1,0,0,
3164650,2bd APT 20min from Downtown Boston,16052189,Jonathan,,Hyde Park,42.23533,-71.13256,Entire home/apt,89,91,33,2021-03-02,0.35,5,269,0,
3193484,2 Minutes Walk  to the Red Line!,16186589,Marie,,Dorchester,42.28814,-71.06889,Private room,45,30,7,2019-09-15,0.09,27,288,0,
3229255,1bd Boston apt - Convenient & quiet,16343599,Ella & Will,,Roslindale,42.28657,-71.13236,Entire home/apt,271,3,126,2022-06-06,1.32,1,54,8,STR-399016
3294152,"Garden Suite near subway, beach",9898255,Jessica,,Dorchester,42.31281,-71.06098,Entire home/apt,123,2,215,2022-05-20,2.22,5,248,11,STR-443035
3343428,Brownstone Bedroom Park & Garden Views by LMA & T,11228809,Jonathan,,Roxbury,42.32811,-71.09157,Private room,147,2,277,2022-06-07,3.53,6,47,36,STR-468241
3344322,"Eagle Sea view,15min metro ride to center,safe st!",9898255,Jessica,,Dorchester,42.31311,-71.06232,Private room,77,2,115,2022-05-23,1.19,5,324,22,STR-443035
3441982,New Stylish Modern Studio,13819661,Jen,,Roxbury,42.31907,-71.09252,Entire home/apt,110,30,126,2022-05-01,2.80,1,19,7,STR-396299
3457722,"Sunlit w/ huge kitchen, parking & easy to downtown",6209951,Jeff And Rachel,,Brighton,42.35564,-71.15746,Entire home/apt,205,5,51,2022-03-21,0.53,1,0,3,str-396130
3463914,4th of July Dream Spot!,17452489,Nathaniel,,Back Bay,42.351,-71.08899,Entire home/apt,248,91,27,2016-07-17,0.28,1,0,0,
3520353,Luxury Beacon Hill Apartment 1-BR,6508758,Xerxes,,Beacon Hill,42.35884,-71.06332,Entire home/apt,288,91,253,2021-12-22,2.64,1,256,2,
3521944,"Beautiful, Quiet, and Safe!",17735272,David,,West Roxbury,42.29742,-71.157,Entire home/apt,119,91,4,2014-09-14,0.04,1,0,0,
3539510,230B2 · The Roseclair w/Central AC and IN-unit Laundry! | 3BR 1BA w/En-Suite HdTV's | 2nd Floor near UMass Boston Redline!,71783,Lance,,Dorchester,42.32213,-71.06094,Entire home/apt,118,30,31,2019-06-13,0.33,29,99,0,
3544343,Beacon Hill!! Feet Fom State House,17843002,Christian,,Downtown,42.35844,-71.06153,Entire home/apt,100,91,0,,,1,0,0,
3575220,The Artist room in beautiful villa.,13226301,Mohamed,,Roslindale,42.28037,-71.13669,Private room,50,28,34,2021-12-19,0.36,4,78,4,STR-398232
3602379,"Modern, Spacious 1BR for 4 - Easy Marathon Access!",18150109,Alex,,Roxbury,42.32843,-71.09369,Entire home/apt,167,91,254,2019-11-16,2.72,4,362,0,STR-471474
3605045,Immaculate space with off street parking!,18165984,Stacey,,Dorchester,42.28512,-71.07672,Shared room,200,1,5,2019-05-19,0.05,1,152,0,STR-460055
3656168,Parking Close 2 Downtown Renovated,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,38,150,6,2018-12-17,0.07,31,365,0,
3664031,2 bedroom condo in Downtown Boston,2006852,Jay,,North End,42.3636,-71.05367,Entire home/apt,250,31,52,2022-05-27,0.55,10,8,2,
3705824,Small Rm +walk-in closet Easy to Longwood/Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,33,150,0,,,31,365,0,
3749523,Grand Colonial in Historic Boston.,3842205,Nicolo,,Charlestown,42.37358,-71.06309,Entire home/apt,250,29,278,2022-01-14,2.91,1,203,1,
3874798,2 Bedroom Modern City Condo,19992621,Marci,,South Boston,42.33526,-71.05216,Entire home/apt,325,3,11,2022-05-22,0.12,1,0,5,STR-457705
3890373,Beacon Hill Fabulous One Bedroom Apartment,19357187,Paul,,Beacon Hill,42.35792,-71.06432,Entire home/apt,129,29,246,2022-05-22,2.60,2,162,8,
3957602,The Hedges: Sunny urban garden home with breakfast,2127414,Katharine (Kit) And Scott,,Jamaica Plain,42.31016,-71.10582,Private room,94,29,128,2020-03-21,1.36,1,42,0,STR-399287
3965313,Minutes to Boston-Near Beach 69-1,20551003,May,,East Boston,42.38679,-71.00271,Private room,42,91,91,2019-11-11,1.42,3,90,0,
3968797,Sunny bedroom in large quiet house,4762495,Jennifer,,Roslindale,42.28969,-71.13183,Private room,88,5,57,2021-08-31,0.65,2,275,1,STR-408484
3969526,"Sensational South End- 2BR, no stairs, Location!",5408229,Liesl,,South End,42.33765,-71.07434,Entire home/apt,150,29,347,2022-05-10,3.68,1,55,3,
4000384,Sunlit room with private bath,10910804,Evelyn,,Jamaica Plain,42.31826,-71.09956,Private room,90,29,181,2020-03-01,1.91,1,2,0,STR-414873
4085362,"""Room with a View""  from ""Top of the Hill""",3164508,Marilyn,,Roslindale,42.28289,-71.14078,Private room,85,91,26,2017-09-30,0.28,2,364,0,STR-398654
4089940,"North End, 1 Bed Apt w/ office, Boston",20857768,Compass,,North End,42.36722,-71.05266,Entire home/apt,229,14,59,2021-05-20,0.63,11,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
4090224,Sanitized Modern 3BD private home-near BCEC,17783651,Tiffany,,South Boston,42.3357,-71.05395,Entire home/apt,360,1,729,2022-05-30,7.79,1,205,103,STR-383708
4105704,Sunny Private Studio Aptmt,21299112,Helen,,Jamaica Plain,42.30385,-71.1151,Entire home/apt,135,3,260,2022-05-29,2.78,1,223,4,STR-460374
4148586,Back Bay Charmer,3588191,Kelly,,Back Bay,42.35491,-71.07463,Entire home/apt,225,91,15,2015-10-27,0.17,1,0,0,
4150640,Luxury Studio Apt in North End,20857768,Compass,,North End,42.36684,-71.0529,Entire home/apt,199,29,27,2021-06-27,0.29,11,0,1,Exempt: This listing is a unit used for furnished institutional or business stays
4233242,Quiet Artist's Retreat,197327,Melissa,,Jamaica Plain,42.31246,-71.10793,Private room,98,29,43,2022-05-22,0.46,2,298,4,STR-416301
4257929,Two Bedroom Apartment in Kenmore Sq,21926328,Hayden,,Fenway,42.34853,-71.09256,Entire home/apt,250,91,0,,,1,0,0,
4263736,Brownstone Master Bath Suite Park Views by LMA & T,11228809,Jonathan,,Roxbury,42.32971,-71.0931,Private room,193,2,349,2022-06-03,3.73,6,40,33,STR-443395
4278067,Studio apart Tremont St South End #2,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,110,33,71,2022-02-28,0.76,6,323,1,
4291607,Great location!,16922109,Vanessa,,Brighton,42.33678,-71.15237,Entire home/apt,90,91,4,2015-08-03,0.04,1,0,0,
4315428,Master Suite@ Logan Airport,22402141,Mirian,,East Boston,42.38903,-71.00251,Private room,100,91,1,2015-11-25,0.01,3,363,0,
4315439,Room Logan Airport + 1/2 bathroom,22402141,Mirian,,East Boston,42.38829,-71.00437,Private room,80,100,5,2019-09-01,0.06,3,365,0,
4348422,Cozy Jamaica Plain Pad,22217451,Ashley,,Jamaica Plain,42.31128,-71.10981,Private room,150,91,0,,,1,0,0,
4364925,large & grand 2 bedroom South End by Copley Sq #3,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,165,33,143,2022-05-18,1.55,6,233,4,
4364989,newly furn one bedroom by Copley #6,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,110,31,81,2021-12-03,0.93,6,316,2,
4397829,Big Bedroom Queen Size in South End,22831609,Dwara,,Roxbury,42.33728,-71.07917,Private room,55,1,15,2016-08-16,0.20,1,89,0,Exempt: This listing is a hotel or motel
4410765,"Grt Location, Big 3 Bed,Nr all Colleges, Hospitals",9795590,Patrick,,Brighton,42.35309,-71.14822,Entire home/apt,149,45,10,2022-03-31,0.12,2,212,1,
4460532,Brownstone Bedroom Treetop Skyline View by LMA & T,11228809,Jonathan,,Roxbury,42.32942,-71.09149,Private room,132,2,255,2022-06-05,2.76,6,49,19,STR-443395
4461111,Queen room in a charming villa,13226301,Mohamed,,Roslindale,42.28026,-71.13584,Private room,50,28,37,2021-12-31,0.50,4,105,1,STR-398232
4461613,Comfy Beacon Hill Studio Great for Work Travel; #13,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,286,1,128,2022-05-21,1.49,84,347,15,STR-415631
4461846,South End Studio Perfect for Work Travel #36,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,290,1,90,2022-04-25,1.05,84,352,7,STR-441258
4461901,"Stylish Downtown Studio in the SouthEnd, #8",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,298,1,134,2022-05-26,1.57,84,344,7,STR-415612
4500409,"Stylish Studio in Back Bay, on Newbury St; #1",22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,289,1,146,2022-05-19,1.73,84,344,13,LB-418468
4525875,Charming & Historic 2 bed/2 bath w/ private patio,23462166,Corey,,Charlestown,42.37866,-71.06452,Entire home/apt,399,4,65,2022-06-08,1.32,1,48,21,STR-399161
4526384,5 bedrooms 3 baths monthly Rental now,14785487,Aihua,,Allston,42.35984,-71.12873,Private room,650,31,33,2019-10-14,0.38,7,285,0,"I am not a hotel . 28 nights or longer is permitted by the new Ordinance. It excluded by the requirements for license

However, with the exception of licensing and restrictions : 14 days rental per year per rental property whether individually ( 14 days) or ( a few rentals ) combined (4 + 10 or 7+7 = 14 days ) are excluded."
4553903,Contemporary North End Retreat | near T,10850877,Franklin,,North End,42.36582,-71.05722,Entire home/apt,5000,91,343,2019-08-28,3.72,2,0,0,
6819620,Renovated Parking EZ to downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,37,150,5,2017-11-23,0.06,31,365,0,
6823017,"Allston, Close to Harvard Business School + BU A",19548932,Yi,,Allston,42.35803,-71.12952,Private room,68,91,253,2019-10-25,3.15,1,273,0,Exempt: This listing is a unit used for furnished institutional or business stays
6838488,Beautiful Townhouse Unit #2 nr Harvard U. w/ pk,14785487,Aihua,,Allston,42.35965,-71.12889,Private room,9999,31,35,2019-11-14,0.43,7,99,0,
6843795,A Fenway Getaway,23249169,Helen,,Fenway,42.34512,-71.09479,Entire home/apt,195,91,102,2020-01-07,1.21,1,179,0,
6851459,"Stylish Downtown Studio in the SouthEnd, C.Ave# 31",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,307,1,160,2022-05-21,1.96,84,338,20,STR-441245
6851460,"Stylish Studio in Boston Brownstone, C.Ave# 21",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,297,1,94,2022-05-24,1.16,84,342,15,STR-441240
6862594,"Beautiful Home in Jamaica Plain, MA",10608570,Edward,,Jamaica Plain,42.31927,-71.11325,Private room,60,91,0,,,1,0,0,
6879036,Stylish Studio on Newbury St; #3,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,295,1,228,2022-05-29,2.85,84,342,22,STR-445394
6882615,"City Living with a View, Newbury St; #4",22348222,Maverick,,Back Bay,42.34979,-71.08263,Entire home/apt,296,1,245,2022-05-23,3.07,84,297,27,STR-445396
6908525,"Stylish Studio on Newbury St, THIS IS BOSTON!; #12",22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,283,1,213,2022-05-29,2.53,84,313,28,LB-418468
6914155,Spacious bedroom close to downtown,36234262,Kimberly,,Dorchester,42.315,-71.0564,Private room,59,91,0,,,1,0,0,
6914622,"Exquisite 5 Rm Treetop Haven, JP Center, Driveway!",36238599,Julie,,Jamaica Plain,42.30849,-71.11721,Entire home/apt,301,4,49,2022-05-31,0.58,1,275,12,STR-445548
6921672,French Country 2bd/2bth Heart of JP,36278389,Jessica,,Jamaica Plain,42.32132,-71.10957,Entire home/apt,250,91,1,2016-08-08,0.01,1,0,0,
7018497,2 Bedroom in the heart of Boston,25960013,George,,North End,42.367,-71.05764,Entire home/apt,200,91,6,2015-10-07,0.07,1,0,0,
7053454,Basement apartment in Charlestown,36992931,Ryan,,Charlestown,42.38239,-71.06393,Private room,200,91,8,2016-07-29,0.09,1,365,0,
7054912,North Station Luxury Apartment!,6223931,Richard,,Downtown,42.36478,-71.06122,Entire home/apt,225,91,2,2015-07-09,0.02,1,0,0,
7055184,Clean bedroom in Allston,22419290,Sylvia,,Allston,42.35368,-71.13452,Private room,35,91,2,2015-08-09,0.02,1,0,0,
7086825,Private Room near public transport,34552909,Barrie,,Roslindale,42.28249,-71.1146,Private room,50,29,21,2022-04-25,0.25,3,286,4,
7093109,Cozy  Apt. 20 Minutes  from Downtown,37177446,Nelson And Marlene,,Roslindale,42.279,-71.11814,Entire home/apt,200,29,42,2020-09-07,0.56,2,99,0,STR-415844
7093184,Easy to downtown/Longwood Free Parking Clean House,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,34,150,7,2017-05-01,0.08,31,365,0,
7161203,Cozy Rm Off-Street Parking EZ 2 downtown/Longwood,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,34,150,6,2017-06-21,0.08,31,365,0,
7222349,M&R - Front Bedroom Bathroom Parking - Walk to T!,7988017,Minter,,Dorchester,42.29325,-71.05707,Private room,110,2,142,2022-06-12,1.75,3,312,10,STR-397983
7239024,M&R Quiet Back Room Parking Bathroom,7988017,Minter,,Dorchester,42.29348,-71.05569,Private room,115,2,229,2022-06-12,2.72,3,344,27,STR-397983
7279874,One Bedroom right by Fenway Park,2800145,Pragya,,Fenway,42.34687,-71.09051,Entire home/apt,135,91,15,2018-06-24,0.18,1,0,0,
7281884,Charming urban studio,25742899,Tyree,,Roxbury,42.31236,-71.08133,Entire home/apt,73,91,110,2017-08-22,1.31,1,0,0,
7287822,Light and airy separate apt in funky Jamaica Plain,17844905,Susie,,Jamaica Plain,42.31572,-71.10847,Entire home/apt,152,2,250,2022-05-27,3.01,2,82,16,STR-398657
7298966,"Quiet, sunny studio, directly on the T",31289781,Dustin,,Brighton,42.343,-71.14416,Entire home/apt,101,45,7,2020-04-20,0.11,1,176,0,
7308623,Beautiful Apartment in Beacon Hill,36811327,Carolyn,,West End,42.36207,-71.06885,Private room,60,91,1,2016-04-18,0.01,1,0,0,
7310887,Spacious and Sunny Brookline Apartment,38302832,Jacklyn,,Brighton,42.34532,-71.13829,Entire home/apt,314,3,200,2022-06-09,2.39,1,17,28,STR-384350
7330494,Private apartment /parking/cozy garden. STR-398119,38403389,Katarzyna,,South Boston,42.33053,-71.05388,Entire home/apt,180,2,356,2022-05-31,4.24,1,258,53,STR-398119
7333304,Private Bedroom,38420785,Dawn,,Charlestown,42.38071,-71.07037,Private room,150,91,0,,,1,0,0,
7342489,"Beautiful 2Bedroom in the South End, Garden Unit",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,95,29,124,2021-01-10,1.85,84,130,0,STR-415649
7474044,Stylish & Comfortable Newbury St Studio; #5,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,289,1,105,2022-05-10,1.46,84,342,23,STR-445397
7474855,Stylish & Comfortable Newbury St Studio; #11,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,296,1,186,2022-05-18,2.49,84,316,24,STR-445403
7475052,"Comfortable Studio in Back Bay, on Newbury St; #7",22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,283,1,166,2022-05-08,2.25,84,335,25,STR-445399
7475215,Comfortable & Stylish Studio on Newbury St; #2,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,305,1,180,2022-05-19,2.20,84,325,20,STR-445393
7475379,Stylish & Comfortable Newbury St Studio; #6,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,301,1,224,2022-05-23,2.82,84,312,26,STR-445403
7475573,Charming Studio on Boston's iconic Newbury St; #8,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,301,1,207,2022-05-27,2.83,84,298,33,STR-445400
7476340,"Charming Studio in Boston Brownstone, #44",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,204,1,124,2022-05-17,1.96,84,339,37,LB-101763
7479725,Sunny bedroom in Allston,17892292,Marlene,,Allston,42.35976,-71.13372,Private room,44,91,13,2016-11-12,0.15,5,0,0,
7482195,Private room near bus stop,34552909,Barrie,,Roslindale,42.28413,-71.11671,Private room,50,29,5,2021-08-07,0.08,3,105,1,
7499960,SAFE CENTRAL CITY LOCATION! WalkToWork/Everywhere!,9529655,Suzanne,,Fenway,42.35105,-71.09488,Entire home/apt,220,91,16,2021-07-24,0.19,4,310,1,
7511737,Spacious South End Studio w/Boston View #7,22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,306,1,201,2022-05-08,2.47,84,348,20,STR-415608
7513605,"Stylish Downtown Studio in the SouthEnd, C.Ave# 2",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,208,1,181,2022-05-23,2.25,84,319,29,STR-415603
7513906,Charming & Stylish Studio on Beacon Hill; #6,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,286,1,175,2022-04-18,2.17,84,341,26,STR-415621
7514024,"Downtown Beacon Hill, Convenient, Comfy Studio; #14",22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,292,1,167,2022-05-20,2.65,84,342,16,STR-415632
7514336,Charming & Stylish Studio on Beacon Hill; #11,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,299,1,148,2022-05-15,2.02,84,346,20,STR-415628
7527149,Stunning Beacon Hill Boston Townhouse Apartment,10502779,Peter,,Beacon Hill,42.35623,-71.07023,Entire home/apt,750,4,86,2022-05-29,1.03,1,143,26,STR-410129
7531700,Charming & Stylish Studio on Beacon Hill; #3,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,304,1,162,2022-05-06,1.97,84,354,14,STR-415616
7539864,5 bedroom/3.5 bath  home w/ large yard and pool.,24476265,Bruce,,Hyde Park,42.24086,-71.12388,Entire home/apt,130,30,4,2022-05-14,0.22,3,243,1,
7575052,Sunny and Quiet top floor #8,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,110,30,81,2022-05-14,0.97,6,308,5,
7611271,Spacious 4 BR | 2.5 BA Single-Family Home,953185,Katie,,South Boston,42.333,-71.03544,Entire home/apt,771,2,109,2022-05-30,1.31,1,344,32,STR-399169
7618925,Modern Classic Boston Brownstone by LMA & T,11228809,Jonathan,,Roxbury,42.32936,-71.09328,Entire home/apt,1101,2,3,2016-10-09,0.04,6,0,0,STR-443395
7635616,Charming & Stylish Studio on Beacon Hill; #9,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,299,1,219,2022-05-12,2.73,84,350,31,STR-415626
7637094,"2BD, Steps to Hospitals, T&Colleges",40067818,Shannon,,Longwood Medical Area,42.34218,-71.10698,Entire home/apt,123,91,0,,,1,0,0,
7694365,"Stylish Downtown Studio in the SouthEnd, C.Ave# 41",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,302,1,119,2022-05-06,1.64,84,321,5,STR-441251
7694559,"Heart of South End, Convenient, Comfy Studio #32",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,191,1,112,2022-03-06,1.75,84,329,16,STR-441256
7713815,Charming & Stylish Studio on Beacon Hill; #2,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,248,1,153,2022-05-29,2.15,84,348,23,STR-415615
7728499,Charming & Stylish Studio on Beacon Hill; #8,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,299,1,274,2022-05-15,3.33,84,303,36,STR-415624
7832890,Comfy Beacon Hill Studio Great for Work Travel; #7,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,299,1,294,2022-05-27,4.01,84,298,46,STR-415623
7837202,Charming & Stylish Studio on Beacon Hill;#15,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,291,1,133,2022-05-15,1.79,84,345,11,STR-415633
7854872,Charming & Stylish Studio on Beacon Hill; #12,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,286,1,165,2022-05-08,2.05,84,335,15,STR-415630
7856208,Large bedroom in South End w/ Patio,41439483,Ira,,South End,42.34203,-71.07256,Private room,180,91,0,,,1,0,0,
7900936,Morning Glory Bed & Breakfast!,41658743,Chris,,Hyde Park,42.24179,-71.12412,Private room,75,29,133,2021-08-07,1.60,1,247,2,
7910223,"Charming home Away from Home, close to parks",30490577,Lori,,Jamaica Plain,42.31689,-71.1004,Entire home/apt,225,3,262,2022-06-10,3.17,3,70,13,STR-398358
7911936,"Downtown Beacon Hill, Convenient, Comfy Studio; #1",22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,299,1,140,2022-05-10,1.72,84,353,24,STR-415613
7913309,Studio apartment conveniently located in Downtown,41726345,Mufaddal,,Downtown,42.35396,-71.06128,Entire home/apt,99,91,22,2017-08-13,0.33,1,0,0,
7916575,"Centrally located Studio in Boston ,#35",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,204,1,151,2022-05-29,2.33,84,328,31,STR-441248
7927765,Andrew Sq Room Close to T&Shops,18479599,Agnieszka,,Dorchester,42.32404,-71.05822,Private room,75,91,4,2017-04-01,0.05,8,365,0,
7934491,A Very Large Room - Beige Room,18479599,Agnieszka,,Dorchester,42.32601,-71.05969,Private room,200,91,1,2016-10-28,0.01,8,365,0,
7939556,Andrew Sq - Quiet Yellow Room,18479599,Agnieszka,,Dorchester,42.3241,-71.05963,Private room,100,91,1,2015-10-02,0.01,8,365,0,
7949859,A Very Large Room- Great for Couple,18479599,Agnieszka,,Dorchester,42.3242,-71.05839,Private room,85,91,6,2019-04-17,0.08,8,365,0,
7956477,Private Rm in South Boston Close to Public Transit,29940942,Rich,,South Boston,42.32796,-71.05422,Private room,225,1,2,2021-10-24,0.24,1,174,2,STR-460607
7984226,North End Studio,36050005,Janna,,North End,42.36388,-71.05765,Entire home/apt,250,91,0,,,1,0,0,
8014642,Nice bedroom in a shared apt.,17549955,Arnaldo,,Roxbury,42.32554,-71.09757,Private room,79,91,2,2015-09-08,0.02,1,0,0,
8014683,One-Bed Condo (Downtown Boston),24123098,Abhishek,,Downtown,42.35308,-71.05804,Entire home/apt,179,91,2,2015-11-25,0.02,1,0,0,
8025718,"Charming Studio in Boston Brownstone, #6",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,298,1,106,2022-02-12,1.29,84,346,11,STR-415607
8055839,Updated South Boston Condo,39621923,Kevin,,South Boston,42.33567,-71.05366,Entire home/apt,206,91,5,2015-10-12,0.06,1,0,0,
8067585,Friendly Resting Spot/Great Transit,27756951,Hannah & Philip,,Jamaica Plain,42.30439,-71.11454,Private room,96,91,32,2019-05-26,0.41,1,88,0,
8082512,"Stylish Downtown Studio in the Boston, C.Ave# 34",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,204,1,131,2022-05-27,1.61,84,337,32,STR-441247
8112652,Boston University Harvard MIT,30489899,Home On Blaine,,Allston,42.3547,-71.13722,Private room,45,91,10,2022-02-01,0.12,4,296,1,
8170181,Gorgeous Beacon Hill Apartment,26303242,Mark,,Beacon Hill,42.36105,-71.06645,Entire home/apt,90,29,201,2022-04-30,2.45,1,198,4,
8206536,"Centrally located Studio in the SouthEnd, #25",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,204,1,165,2022-05-13,2.60,84,336,19,LB-101763
8227206,Boston’s Freedom Trail. King Suite.,43384196,Superhost,,North End,42.367321,-71.053375,Entire home/apt,372,2,154,2022-06-04,1.87,1,79,33,Exempt: This listing is a unit used for furnished institutional or business stays
8231382,*** Sunny Studio *** near Airport & Train stop,23777641,Gavin,,East Boston,42.37594,-71.03634,Entire home/apt,85,75,155,2021-11-22,1.94,2,33,2,
8283433,Airy light-filled remodeled 2BR on tree lined St,1264857,Marie,,Jamaica Plain,42.31086,-71.11714,Entire home/apt,311,3,114,2022-06-05,1.64,1,67,31,STR-413121
8381472,Beautiful brown stone in South End,44169062,Nick,,South End,42.34274,-71.07832,Entire home/apt,400,91,0,,,1,0,0,
8390793,awesome apartment in great location,44203099,Jorge,,North End,42.36625,-71.05624,Private room,57,91,0,,,1,0,0,
8402408,Room At The Top - South End Brownstone Penthouse,44162105,Betsy,,South End,42.33696,-71.07681,Private room,102,1,471,2022-06-06,6.11,1,63,51,STR-456949
8403945,"Charming Studio in Boston Brownstone, C. Ave #33",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,209,1,103,2022-01-30,1.59,84,322,7,STR-441257
8483020,Country Cottage in the City,44676705,Mark,,West Roxbury,42.25481,-71.14593,Entire home/apt,131,4,132,2022-05-30,1.63,1,16,22,
8490356,Gorgeous and Bright Victorian Home,44581223,Andre,,Hyde Park,42.25274,-71.11599,Private room,58,29,36,2021-07-28,0.44,4,133,1,STR-416718
8518237,Executive Garden Apartment,44851947,James,,Brighton,42.34196,-71.16095,Entire home/apt,268,2,278,2022-06-10,3.40,1,109,48,STR-413555
12232615,Nice Bedroom in Downtown Boston!,17893434,Christopher,,Downtown,42.35415,-71.0623,Private room,250,91,0,,,1,0,0,
12253499,Cafe-Style Studio Allston Brookline,65973859,Saudiyah,,Allston,42.34981,-71.13209,Entire home/apt,100,91,40,2019-02-17,0.53,1,0,0,
12264926,A studio in the heart of Back Bay,34078385,Matthew,,Back Bay,42.35307,-71.08224,Entire home/apt,329,91,0,,,1,0,0,
12269155,Boston Apartment (North End),66084480,Richard,,Downtown,42.36332,-71.05897,Entire home/apt,110,29,395,2022-04-01,5.26,1,330,4,STR-409365
12287958,Copley Vacation Rental on the Park  w/ patio M325,32532791,Marie,,South End,42.34218,-71.07334,Entire home/apt,227,3,47,2022-05-27,0.63,11,17,10,STR-383222
12301279,Comfortable big three room,33787905,Henry,,Back Bay,42.35406,-71.07943,Entire home/apt,568,91,0,,,1,365,0,
12320063,room in beautiful house,66462220,Jana,,Mission Hill,42.33233,-71.10948,Private room,60,91,3,2016-08-14,0.04,1,0,0,
